drug,,,,ADHD-midler,ADHD-midler,Antibiotika,Antibiotika,Antidepressiva,Antidepressiva,Astma- og KOLS-midler,Astma- og KOLS-midler,Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),Demensmidler,Demensmidler,Hormontilskudd ved overgangsalder,Hormontilskudd ved overgangsalder,Kolesterolsenkende midler,Kolesterolsenkende midler,Potensmidler,Potensmidler,Prevensjonsmidler unntatt spiraler og vaginalringer,Prevensjonsmidler unntatt spiraler og vaginalringer,Smertestillende midler,Smertestillende midler,Sovemidler og beroligende midler,Sovemidler og beroligende midler
,,,,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000
geography,year,age,gender,,,,,,,,,,,,,,,,,,,,,,,,
Helseregion Sør-Øst,2012,90.000,F,0.000,0.000,349152.781,351.480,555143.562,129.436,474052.188,68.894,6635803.500,620.042,157257.406,36.775,125920.492,53.477,748309.562,141.909,0.000,0.000,0.000,0.000,1331070.750,445.105,1771490.125,425.994
Helseregion Sør-Øst,2012,90.000,M,,,112458.734,363.583,126144.641,91.042,290875.812,90.896,2552912.000,660.129,59214.023,39.374,0.000,0.000,478003.875,222.190,609.000,4.391,0.000,0.000,320156.719,364.169,491088.500,341.335
Helseregion Sør-Øst,2013,,F,3106423.750,5.099,10505298.000,282.178,36760096.000,83.419,36268488.000,92.588,129663744.000,167.977,1371916.125,3.664,12052341.000,63.499,52124560.000,94.997,38203.637,0.114,55956704.000,129.783,44061140.000,269.961,40350536.000,151.869
Helseregion Sør-Øst,2013,,M,4976642.500,7.945,6056201.000,194.677,19758446.000,43.914,29312500.000,78.055,146525776.000,163.745,895008.688,2.330,38731.824,0.087,73520424.000,111.051,2258861.750,33.228,11606.662,0.054,26735734.000,200.877,22803826.000,84.928
Helseregion Sør-Øst,2013,0.000,F,,,130960.516,233.983,0.000,0.000,597223.812,120.427,7331.875,1.207,0.000,0.000,4687.500,0.716,,,,,,,3529.733,11.739,14097.750,5.531
Helseregion Sør-Øst,2013,0.000,M,,,153486.031,248.276,,,971275.000,157.119,9103.177,1.279,0.000,0.000,0.000,0.000,,,1462.400,0.138,0.000,0.000,4826.983,16.472,24188.316,6.882
Helseregion Sør-Øst,2013,5.000,F,62396.203,3.083,122149.547,161.359,1089.333,0.108,551105.625,63.538,13986.958,0.660,0.000,0.000,1509.000,0.180,1414.810,0.072,980.800,0.060,,,9488.112,11.671,85904.570,5.794
Helseregion Sør-Øst,2013,5.000,M,225799.141,9.165,109693.070,138.514,1565.667,0.171,877474.812,90.109,15857.000,0.947,0.000,0.000,0.000,0.000,,,1262.400,0.068,,,9992.993,12.486,194523.344,9.142
Helseregion Sør-Øst,2013,10.000,F,375494.281,13.107,137841.859,111.044,40929.230,1.738,613819.375,57.541,20822.416,1.432,0.000,0.000,13316.507,0.330,8617.333,0.392,,,111109.266,6.914,60920.441,32.503,212641.328,10.928
Helseregion Sør-Øst,2013,10.000,M,1087542.000,34.825,109896.594,93.388,62536.016,2.021,996881.250,78.657,20281.416,1.110,,,0.000,0.000,10919.333,0.549,,,,,34870.102,22.325,421286.844,16.706
Helseregion Sør-Øst,2013,15.000,F,417221.438,14.238,530263.188,258.286,543633.688,24.601,742646.500,62.388,61403.543,4.904,,,21735.488,1.016,20327.477,1.075,,,10360841.000,399.972,307684.875,122.473,327703.156,28.547
Helseregion Sør-Øst,2013,15.000,M,923804.688,27.780,419758.125,163.371,264255.812,10.571,836462.062,56.161,40640.750,2.573,0.000,0.000,2142.000,0.056,23790.047,1.103,1816.584,0.657,1265.820,0.123,169548.344,74.585,364405.000,20.974
Helseregion Sør-Øst,2013,20.000,F,367093.375,11.424,604592.312,320.799,1205922.125,50.217,704012.125,51.954,135740.281,9.899,0.000,0.000,38079.555,2.294,58032.586,2.038,,,17019208.000,571.061,575158.062,191.772,323100.656,48.179
Helseregion Sør-Øst,2013,20.000,M,434629.312,11.992,340554.094,172.733,603726.938,25.430,532345.312,37.357,132043.406,5.839,0.000,0.000,4997.581,0.130,68393.727,1.857,8682.000,3.929,1613.573,0.151,355681.531,125.488,288067.531,31.971
Helseregion Sør-Øst,2013,25.000,F,306414.844,7.762,568169.250,296.365,1554679.500,58.676,683077.000,49.685,265481.812,14.808,,,63888.637,4.319,72971.141,2.791,3498.000,0.086,10798201.000,394.077,867462.250,208.425,494401.312,62.643
Helseregion Sør-Øst,2013,25.000,M,373382.688,8.542,279303.281,160.536,960051.500,35.727,558482.312,37.177,312635.969,10.121,,,3401.497,0.064,138489.391,4.074,20095.000,6.879,1932.000,0.160,591814.500,156.782,445317.062,44.397
Helseregion Sør-Øst,2013,30.000,F,319942.594,6.808,570261.250,297.346,1856644.000,66.563,819260.875,53.938,511430.375,23.591,,,133094.719,7.938,133673.484,4.222,2872.000,0.074,6669684.000,260.656,1279103.250,231.301,751177.625,74.669
Helseregion Sør-Øst,2013,30.000,M,372582.719,6.920,307779.312,168.208,1243832.375,42.383,698064.625,41.491,673008.750,17.952,,,4704.000,0.113,334813.156,9.586,38748.000,10.529,1092.224,0.082,894022.000,181.444,776182.188,54.613
Helseregion Sør-Øst,2013,35.000,F,351304.688,6.653,621481.312,288.183,2422052.250,83.235,1205089.125,68.254,1136912.875,40.609,,,231564.203,11.246,274790.969,8.267,3943.236,0.166,4751673.000,173.981,2099804.250,271.339,1277932.750,94.906
Helseregion Sør-Øst,2013,35.000,M,417849.188,6.803,344135.875,180.374,1553554.375,48.866,939967.000,48.708,1648764.625,35.538,,,6717.231,0.119,786234.625,20.547,87692.000,17.764,,,1416094.000,209.793,1111013.125,65.551
Helseregion Sør-Øst,2013,40.000,F,344636.469,6.142,639313.375,274.998,3312050.500,99.782,1866901.375,81.308,2505227.000,68.078,459.667,0.057,389321.656,16.583,781943.188,19.783,2684.000,0.172,3636313.750,114.292,3293366.500,319.253,1964688.000,123.061
Helseregion Sør-Øst,2013,40.000,M,421193.156,5.811,399380.312,179.877,1966956.875,54.057,1322024.000,55.646,3726703.500,69.029,,,2862.573,0.054,2071253.125,44.288,142860.000,26.738,,,2149642.250,242.569,1509107.500,77.291
Helseregion Sør-Øst,2013,45.000,F,261752.469,4.593,650075.688,270.702,3766222.750,114.319,2348416.000,92.990,4617544.500,112.564,150.667,0.049,1022032.750,47.693,1580919.750,42.627,4898.000,0.148,2049517.375,64.635,4228668.000,356.981,2800007.500,152.964
Helseregion Sør-Øst,2013,45.000,M,335223.562,4.398,411703.094,183.528,2211578.500,61.207,1720760.125,62.875,6914082.500,121.203,1033.982,0.075,5101.071,0.149,4104774.500,84.809,221373.641,39.497,673.000,0.056,2818097.250,272.222,1967378.500,92.635
Helseregion Sør-Øst,2013,50.000,F,152311.516,3.146,639213.875,281.946,3739619.750,122.989,2773313.750,103.372,7271248.000,175.013,7644.742,0.295,2342304.500,134.742,3037242.250,87.305,1870.000,0.109,508962.719,18.962,4403538.000,379.758,3349600.500,190.906
Helseregion Sør-Øst,2013,50.000,M,180563.969,2.857,395673.031,189.549,2123788.250,65.931,1884315.875,70.044,10683551.000,197.062,1981.822,0.105,2202.784,0.094,6362178.500,138.444,279337.656,55.531,,,3042437.000,291.747,2061402.000,107.734
Helseregion Sør-Øst,2013,55.000,F,90970.914,1.705,712054.875,308.095,3827190.250,129.492,3379907.000,118.815,10616106.000,250.714,10839.393,0.495,2552838.500,196.109,5315946.000,153.736,3154.000,0.173,41457.672,1.728,4558876.500,390.123,4011118.000,230.662
Helseregion Sør-Øst,2013,55.000,M,117991.961,2.042,431487.844,212.456,2174590.250,70.826,2385475.750,82.548,15933700.000,299.225,14485.205,0.465,2097.600,0.113,9368401.000,210.028,341219.344,73.266,,,3198501.250,312.796,2416018.250,128.411
Helseregion Sør-Øst,2013,60.000,F,31732.504,0.804,757763.750,326.482,3636271.250,134.003,4011895.250,135.434,14318868.000,341.210,39697.746,1.431,1849274.000,202.248,7432232.500,231.730,4962.000,0.276,2830.204,0.151,4650975.000,402.587,4362679.500,269.061
Helseregion Sør-Øst,2013,60.000,M,51557.984,0.898,465675.188,239.141,2015770.000,72.222,3017534.750,99.049,20865482.000,415.522,30936.168,1.277,2117.392,0.139,11579334.000,291.518,366800.000,91.751,,,3147724.250,327.692,2449569.250,150.022
Helseregion Sør-Øst,2013,65.000,F,9411.113,0.276,906447.062,337.442,3498498.500,133.578,5367840.500,158.266,20502160.000,451.190,81001.383,3.251,1537541.625,192.756,10118618.000,311.374,2835.988,0.163,959.034,0.088,4897354.000,407.074,4962058.500,306.893
Helseregion Sør-Øst,2013,65.000,M,22356.000,0.464,543970.125,256.349,1746892.375,66.914,4224455.000,122.006,27654288.000,521.133,64782.160,2.782,1466.263,0.116,14352824.000,372.856,378466.812,102.985,,,3141333.500,324.306,2582415.750,168.534
Helseregion Sør-Øst,2013,70.000,F,4743.583,0.295,704145.375,346.009,2228602.500,135.061,3777992.000,160.467,17733378.000,542.328,130552.719,8.530,818108.625,160.799,8196482.000,375.007,2311.624,0.295,,,3547158.750,425.174,3783397.000,353.673
Helseregion Sør-Øst,2013,70.000,M,6288.667,0.225,400712.031,278.539,1009367.812,66.995,2994930.500,134.398,20558750.000,600.359,109965.602,7.639,322.200,0.123,10058350.000,427.705,210202.578,100.206,0.000,0.000,2065681.375,333.013,1732406.500,188.321
Helseregion Sør-Øst,2013,75.000,F,6834.000,0.380,677844.000,373.140,1853760.125,152.674,2853764.500,161.897,16208456.000,626.480,253077.719,22.653,448301.312,126.385,6562182.500,408.961,,,,,3046442.750,466.675,3546967.250,415.783
Helseregion Sør-Øst,2013,75.000,M,,,325467.625,304.252,750679.812,79.043,2301189.750,149.352,15643942.000,664.296,202962.844,20.860,380.316,0.177,6952595.000,464.226,106206.328,78.364,,,1480061.750,352.462,1529918.250,236.214
Helseregion Sør-Øst,2013,80.000,F,3424.667,0.253,649763.750,383.961,1599886.750,160.197,2243158.500,146.882,15293581.000,677.107,363817.938,38.708,284728.188,92.079,4980998.000,388.118,,,,,2720045.750,482.809,3473727.750,455.028
Helseregion Sør-Øst,2013,80.000,M,2149.333,0.198,293293.125,336.640,573109.125,89.982,1852266.125,155.406,12193320.000,708.629,234202.828,34.953,,,4696344.500,460.147,41505.000,42.412,0.000,0.000,1171825.250,372.704,1423410.750,278.516
Helseregion Sør-Øst,2013,85.000,F,,,526677.125,378.271,1088078.875,156.490,1220961.875,111.651,11530329.000,687.577,325036.344,48.254,187074.156,72.566,2695948.750,297.873,,,0.000,0.000,2107091.750,479.863,2819895.500,465.387
Helseregion Sør-Øst,2013,85.000,M,,,211520.469,348.852,365818.469,96.131,935994.188,135.082,6822410.500,712.000,174437.375,46.426,,,2087884.000,384.852,9175.000,17.770,0.000,0.000,711047.625,363.934,1002522.250,319.082
Helseregion Sør-Øst,2013,90.000,F,,,356279.781,342.429,584964.500,129.681,508101.906,71.754,6913739.000,618.604,159437.750,34.201,112939.953,50.385,851977.500,150.683,0.000,0.000,,,1404471.375,442.728,1789438.500,421.620
Helseregion Sør-Øst,2013,90.000,M,,,112712.023,346.715,130372.352,84.784,262602.500,89.837,2677213.250,668.725,60154.051,34.531,,,522103.906,234.559,1525.000,6.176,0.000,0.000,332532.281,358.226,504692.781,336.468
Helseregion Sør-Øst,2014,,F,3388944.750,5.464,10522164.000,275.214,37523004.000,84.040,37302340.000,95.309,130523952.000,168.001,1360118.000,3.564,12594832.000,66.337,53429200.000,95.153,44397.895,0.125,58829816.000,131.767,45782700.000,270.975,40475852.000,152.349
Helseregion Sør-Øst,2014,,M,5219728.000,8.250,5928265.500,188.366,20233962.000,43.799,30054774.000,80.476,148222752.000,164.490,892329.938,2.316,47144.031,0.084,76722200.000,112.277,2432842.250,34.461,7817.605,0.036,27722942.000,200.975,22896832.000,85.969
Helseregion Sør-Øst,2014,0.000,F,0.000,0.000,138138.703,242.926,0.000,0.000,608443.688,126.208,7735.042,1.394,0.000,0.000,5100.000,0.831,,,682.000,0.107,,,2957.158,11.783,12036.217,5.979
Helseregion Sør-Øst,2014,0.000,M,,,163455.156,259.078,,,935345.125,160.103,11097.333,1.331,0.000,0.000,0.000,0.000,,,926.400,0.139,,,4393.888,15.469,23419.066,7.024
Helseregion Sør-Øst,2014,5.000,F,61947.891,2.903,129064.211,163.040,554.333,0.094,568590.938,67.482,10238.917,0.673,0.000,0.000,975.000,0.142,678.286,0.059,1335.200,0.071,0.000,0.000,9242.839,11.153,111494.953,6.444
Helseregion Sør-Øst,2014,5.000,M,227154.844,9.324,112215.641,136.775,1805.333,0.168,928245.625,95.320,13656.833,0.906,0.000,0.000,,,490.476,0.067,,,0.000,0.000,8450.295,11.862,226579.359,10.610
Helseregion Sør-Øst,2014,10.000,F,359624.094,12.897,135583.453,108.190,39424.258,1.827,633696.750,61.158,20840.375,1.632,0.000,0.000,5681.549,0.317,7106.667,0.365,,,124626.992,7.453,61408.211,33.161,234284.891,12.397
Helseregion Sør-Øst,2014,10.000,M,1049058.375,34.268,104981.430,90.428,49107.332,1.856,984695.438,82.068,21490.666,1.191,0.000,0.000,0.000,0.000,8766.333,0.502,,,0.000,0.000,36395.715,21.869,468069.656,18.436
Helseregion Sør-Øst,2014,15.000,F,436237.812,14.966,539782.250,259.838,594919.812,26.020,749292.312,62.942,54691.418,4.746,0.000,0.000,20688.049,1.163,25667.238,1.186,,,10698237.000,399.373,322486.031,124.357,375599.438,32.704
Helseregion Sør-Øst,2014,15.000,M,914652.625,27.580,418640.438,160.294,270157.188,10.687,824765.250,56.754,45041.500,2.810,,,2091.000,0.077,27673.238,1.095,2547.000,0.586,756.224,0.055,167776.922,73.791,395616.562,23.155
Helseregion Sør-Øst,2014,20.000,F,376671.312,11.786,614371.438,319.410,1217936.125,49.620,684668.625,54.036,152298.031,11.039,0.000,0.000,39566.219,2.264,72277.602,2.264,,,17723058.000,579.164,633409.250,193.352,350001.031,50.434
Helseregion Sør-Øst,2014,20.000,M,458216.594,12.910,326712.031,167.514,639255.375,26.616,571013.625,40.086,139102.141,5.879,,,5333.916,0.151,60072.664,1.981,11419.000,4.501,2176.112,0.108,360762.344,125.824,294002.281,32.818
Helseregion Sør-Øst,2014,25.000,F,370386.219,9.082,584834.938,292.772,1623323.125,58.908,743729.562,53.353,279224.312,16.167,0.000,0.000,77519.578,4.500,83904.234,2.917,4168.000,0.103,11915730.000,408.498,916694.812,209.794,509992.969,64.183
Helseregion Sør-Øst,2014,25.000,M,433256.375,9.700,284115.156,156.226,968636.938,34.452,578571.625,39.028,345874.406,10.217,0.000,0.000,5542.322,0.124,132937.078,3.626,22260.988,7.841,924.112,0.083,687798.312,156.143,460666.406,44.927
Helseregion Sør-Øst,2014,30.000,F,366204.750,7.427,564220.312,287.781,1884624.875,67.022,832404.500,56.038,502096.344,23.624,,,147274.125,8.353,132507.125,4.182,1322.000,0.104,6893329.500,260.142,1315235.125,228.415,755526.938,74.689
Helseregion Sør-Øst,2014,30.000,M,396978.594,7.383,297626.125,162.811,1262691.375,40.988,713685.938,44.396,681573.562,18.386,0.000,0.000,8818.657,0.182,318811.469,9.168,43559.000,11.659,1345.336,0.101,924895.000,179.684,772854.500,56.761
Helseregion Sør-Øst,2014,35.000,F,354813.719,7.074,588741.500,279.232,2443350.000,83.489,1189608.875,70.562,1100238.125,40.273,,,245657.609,11.936,259174.766,7.700,2784.316,0.146,4846825.500,175.648,2073229.500,269.341,1159861.500,92.410
Helseregion Sør-Øst,2014,35.000,M,460732.719,7.578,325255.281,172.753,1601383.500,48.388,942985.375,52.122,1574232.625,35.188,0.000,0.000,7766.624,0.099,783601.625,19.466,86048.992,17.867,,,1391029.625,205.399,1025951.688,66.384
Helseregion Sør-Øst,2014,40.000,F,390460.844,6.863,609699.875,262.591,3255026.500,100.603,1889369.625,83.503,2466662.500,67.473,,,417764.500,17.607,736752.062,18.849,4686.000,0.182,3775134.750,117.569,3355402.750,315.134,1924023.125,121.202
Helseregion Sør-Øst,2014,40.000,M,446019.844,6.151,375518.469,172.022,1961609.125,53.617,1342187.625,59.120,3624674.250,68.251,,,3191.225,0.073,1926449.250,41.570,154810.984,27.446,,,2157387.750,238.733,1437905.750,76.088
Helseregion Sør-Øst,2014,45.000,F,320629.969,5.320,614994.750,256.512,3790344.000,114.341,2412902.250,94.390,4672724.000,112.723,,,1102276.625,50.736,1560961.250,41.056,4405.996,0.184,2213081.000,68.207,4417913.500,357.248,2773438.000,152.878
Helseregion Sør-Øst,2014,45.000,M,375046.906,5.065,391126.312,172.313,2282324.250,61.038,1748064.375,64.249,6845425.500,119.689,497.886,0.055,6067.874,0.138,4078503.250,82.537,231174.109,40.640,,,2885300.500,272.348,1927973.875,92.208
Helseregion Sør-Øst,2014,50.000,F,191582.969,3.719,627471.562,269.016,3843190.250,124.666,2909507.750,106.318,7330575.500,172.968,5606.070,0.192,2580615.000,144.147,3003021.000,83.844,3110.000,0.182,587414.938,20.881,4715442.500,382.066,3321475.000,190.184
Helseregion Sør-Øst,2014,50.000,M,225829.125,3.497,375047.562,177.957,2127620.750,64.275,1963426.875,71.044,10693463.000,193.325,4001.278,0.184,2459.463,0.061,6471464.000,137.220,304914.625,57.322,,,3171119.250,291.250,2023394.125,106.504
Helseregion Sør-Øst,2014,55.000,F,101828.094,2.177,684351.312,290.193,3927384.750,130.208,3397106.250,119.872,10502184.000,247.493,13382.391,0.490,2713501.750,204.075,5215781.500,148.703,3990.000,0.148,47188.934,1.869,4788217.500,392.390,4008098.000,229.089
Helseregion Sør-Øst,2014,55.000,M,130293.469,2.331,402319.125,197.140,2208465.250,70.959,2475673.250,84.578,15876453.000,297.612,14605.305,0.513,1471.493,0.056,9485362.000,206.710,361950.000,75.198,,,3338367.250,311.643,2364850.000,128.534
Helseregion Sør-Øst,2014,60.000,F,36268.414,0.921,752280.625,315.428,3670047.000,135.014,4106540.500,136.857,14123461.000,336.073,42926.906,1.594,1869871.000,208.505,7510625.000,228.477,5596.272,0.224,3734.228,0.212,4807303.000,402.640,4401609.500,268.597
Helseregion Sør-Øst,2014,60.000,M,62527.137,1.045,447771.656,226.443,2033612.625,71.704,2971700.000,100.562,20747002.000,410.543,32191.670,1.234,,,11920602.000,291.562,386119.000,93.272,,,3250874.750,329.346,2474675.250,149.778
Helseregion Sør-Øst,2014,65.000,F,9826.450,0.324,905178.188,323.662,3620824.500,133.813,5345207.500,160.075,20272970.000,445.484,75228.172,3.051,1483162.875,195.091,10225817.000,310.624,5016.000,0.174,,,4973708.500,406.022,4913817.500,306.067
Helseregion Sør-Øst,2014,65.000,M,26659.609,0.601,526483.750,248.472,1854822.875,69.552,4254543.000,122.925,27365706.000,518.622,69140.062,3.070,1339.880,0.141,14713006.000,373.289,397241.312,104.763,0.000,0.000,3240519.750,328.959,2594194.500,169.813
Helseregion Sør-Øst,2014,70.000,F,4379.333,0.224,762621.000,336.269,2413677.500,134.711,4169432.500,165.451,18863336.000,540.012,138796.250,8.291,866096.312,166.036,8807677.000,371.792,2329.300,0.224,,,3835286.000,424.861,3960982.750,347.021
Helseregion Sør-Øst,2014,70.000,M,6028.003,0.244,421653.219,269.710,1118492.500,66.579,3363090.250,136.327,22264320.000,602.006,125170.195,7.912,994.160,0.112,11355903.000,434.649,248633.672,102.878,0.000,0.000,2266929.750,333.890,1883336.875,188.000
Helseregion Sør-Øst,2014,75.000,F,4936.667,0.367,712414.438,368.031,1916217.250,153.396,3076380.750,164.597,16659045.000,623.706,254504.703,21.323,459294.469,131.338,6954656.500,410.150,1408.000,0.161,,,3190488.000,469.185,3690528.250,418.023
Helseregion Sør-Øst,2014,75.000,M,2848.333,0.169,327309.469,294.842,772382.562,77.057,2388611.750,147.097,16219217.000,660.626,190889.109,19.504,,,7670898.000,469.363,120801.969,80.637,0.000,0.000,1589987.250,353.269,1608639.000,235.823
Helseregion Sør-Øst,2014,80.000,F,1909.667,0.171,659248.250,377.534,1590897.000,161.333,2206936.500,148.890,15131635.000,680.239,358341.438,38.468,284023.344,96.640,5111812.000,395.017,,,0.000,0.000,2760247.500,490.205,3372992.500,451.737
Helseregion Sør-Øst,2014,80.000,M,1524.000,0.200,288809.812,324.828,582293.625,89.283,1829112.375,157.882,12011482.000,709.551,231217.578,35.018,,,4916728.000,472.528,45960.000,45.240,0.000,0.000,1138971.750,368.072,1375463.625,278.949
Helseregion Sør-Øst,2014,85.000,F,1236.670,0.229,529067.500,375.129,1092801.250,157.341,1244827.375,117.006,11401911.000,690.497,312857.094,47.572,170418.812,73.967,2767215.250,308.627,,,0.000,0.000,2124970.750,487.793,2746188.250,469.625
Helseregion Sør-Øst,2014,85.000,M,,,220842.156,350.734,360175.469,97.000,957750.750,142.979,6944022.500,715.156,167564.562,44.276,0.000,0.000,2236070.500,400.052,11215.072,20.173,0.000,0.000,737802.562,371.234,1004509.125,324.142
Helseregion Sør-Øst,2014,90.000,F,0.000,0.000,370099.938,340.729,598462.438,128.831,533693.938,73.470,6972083.000,624.858,156561.938,34.517,105345.578,49.221,953323.875,161.335,0.000,0.000,,,1479057.000,452.585,1853901.500,428.181
Helseregion Sør-Øst,2014,90.000,M,,,118382.516,343.160,139125.703,82.273,281305.938,95.538,2798912.250,664.746,56350.863,32.427,0.000,0.000,614664.125,247.622,1248.000,6.432,0.000,0.000,364179.219,363.795,534729.375,345.170
Helseregion Sør-Øst,2015,,F,3683910.750,5.769,10605596.000,267.501,37992648.000,84.274,38438864.000,96.387,130691064.000,167.611,1319829.750,3.439,12594291.000,66.600,54978564.000,95.828,53783.066,0.130,62638324.000,132.517,47618780.000,273.750,39645424.000,149.267
Helseregion Sør-Øst,2015,,M,5549921.500,8.497,5899515.500,183.020,20483054.000,43.910,30581316.000,79.968,149946560.000,165.153,906304.500,2.253,68508.367,0.116,80458992.000,114.257,2702665.750,36.046,10263.819,0.034,28714864.000,202.541,22330752.000,84.455
Helseregion Sør-Øst,2015,0.000,F,0.000,0.000,120796.961,217.661,0.000,0.000,548537.938,111.544,7886.958,1.668,0.000,0.000,8175.000,1.397,,,551.600,0.095,0.000,0.000,3213.837,12.344,19339.633,6.199
Helseregion Sør-Øst,2015,0.000,M,,,145075.516,235.739,,,878189.125,145.701,10116.875,1.367,0.000,0.000,0.000,0.000,,,1217.600,0.102,0.000,0.000,4068.754,14.951,26043.100,7.220
Helseregion Sør-Øst,2015,5.000,F,62184.617,2.934,123519.570,152.926,1337.667,0.093,540490.375,62.803,8967.208,0.591,0.000,0.000,825.000,0.116,2282.572,0.058,860.800,0.058,0.000,0.000,7936.749,9.451,104762.328,6.784
Helseregion Sør-Øst,2015,5.000,M,226852.125,8.986,108984.930,129.578,3591.667,0.242,891236.000,88.068,13108.042,0.935,0.000,0.000,0.000,0.000,1529.952,0.055,1299.200,0.055,,,8473.874,11.219,221408.781,10.493
Helseregion Sør-Øst,2015,10.000,F,360985.938,12.864,127252.977,101.590,35930.426,1.650,616033.438,60.182,23911.625,1.626,,,8160.247,0.279,9387.810,0.473,,,128376.914,7.075,57783.668,31.335,200546.406,11.638
Helseregion Sør-Øst,2015,10.000,M,1052436.625,33.192,99916.430,83.637,46747.719,1.873,984057.938,80.065,28079.291,1.419,0.000,0.000,,,10947.000,0.570,,,0.000,0.000,33514.512,20.301,430496.844,17.521
Helseregion Sør-Øst,2015,15.000,F,427932.344,15.124,530359.188,255.430,634127.562,27.108,769217.125,65.849,68339.750,5.529,0.000,0.000,24368.805,1.113,29828.523,1.312,1264.000,0.059,12359839.000,401.314,339459.000,124.493,347481.844,32.391
Helseregion Sør-Øst,2015,15.000,M,880707.625,26.442,406798.938,158.718,259614.250,10.486,801145.875,55.481,47993.695,2.674,,,4703.780,0.110,26652.119,1.094,1799.200,0.729,,,165474.438,72.144,338728.438,21.459
Helseregion Sør-Øst,2015,20.000,F,391034.438,12.453,593417.750,304.531,1274113.625,51.796,682974.812,53.903,145692.375,11.343,,,30656.830,1.995,68577.805,2.298,,,18260572.000,579.010,611749.938,191.961,350236.094,50.316
Helseregion Sør-Øst,2015,20.000,M,481009.719,13.693,316866.062,160.518,667705.438,26.431,572074.312,39.319,134346.547,5.692,,,8897.035,0.268,59060.215,2.051,11963.000,4.403,840.000,0.075,371818.906,125.764,268853.688,32.134
Helseregion Sør-Øst,2015,25.000,F,455891.500,10.247,577576.688,279.183,1746640.750,59.821,793685.812,52.856,288676.812,16.862,0.000,0.000,86387.953,5.033,104467.758,3.102,3879.248,0.120,12895295.000,415.337,998858.938,209.284,549844.250,63.664
Helseregion Sør-Øst,2015,25.000,M,499070.312,10.996,280133.781,146.548,1012826.812,35.519,603920.875,39.071,336735.219,10.486,,,8021.476,0.200,139544.797,4.302,25654.000,8.304,2016.897,0.100,682867.938,155.012,442129.906,43.813
Helseregion Sør-Øst,2015,30.000,F,405802.969,8.210,546075.000,275.739,1922172.500,68.277,851119.312,57.232,531126.375,24.999,,,174701.859,9.073,137386.297,4.295,692.000,0.062,7133201.500,260.614,1377917.375,230.210,751089.000,74.278
Helseregion Sør-Øst,2015,30.000,M,472658.875,8.659,288860.812,152.649,1296203.375,40.960,722225.375,42.161,657345.688,18.082,,,10005.393,0.199,317924.062,8.957,49618.000,12.114,3176.000,0.079,969161.500,179.728,710914.438,54.584
Helseregion Sør-Øst,2015,35.000,F,380685.375,7.407,552406.125,268.251,2438476.000,82.003,1174257.375,68.342,1058537.375,39.888,,,254599.094,12.016,248593.688,7.772,3395.500,0.114,4887301.500,175.137,2113971.500,268.854,1087636.125,89.722
Helseregion Sør-Øst,2015,35.000,M,467675.500,7.968,311219.500,163.813,1554801.750,47.236,931077.062,48.929,1543018.500,35.061,0.000,0.000,16038.818,0.257,773092.062,19.302,86404.992,17.946,1588.000,0.049,1392977.000,205.971,995604.000,64.509
Helseregion Sør-Øst,2015,40.000,F,414823.031,7.058,595916.750,255.118,3259193.250,100.522,1911955.500,84.514,2486264.750,67.940,,,450842.875,18.505,701343.938,18.274,8963.076,0.221,3860952.000,119.248,3455398.000,316.701,1846644.125,119.603
Helseregion Sør-Øst,2015,40.000,M,514819.750,7.016,360443.719,166.107,1936835.875,54.262,1340923.375,58.747,3571108.500,67.807,,,4376.054,0.110,1903660.125,42.231,174115.000,29.392,,,2168810.000,238.876,1364014.750,75.263
Helseregion Sør-Øst,2015,45.000,F,384490.031,6.084,618572.625,252.106,3820864.250,114.341,2507078.500,96.933,4558686.000,109.677,1331.188,0.058,1073266.625,48.270,1565888.250,40.698,4148.000,0.144,2372657.500,71.474,4642192.000,359.807,2707493.750,148.456
Helseregion Sør-Øst,2015,45.000,M,427902.000,5.893,396153.375,171.009,2288400.750,60.804,1761937.250,64.279,6874095.000,118.862,,,4581.562,0.109,4122014.750,82.413,264394.625,43.325,,,3008158.000,272.347,1822040.625,90.907
Helseregion Sør-Øst,2015,50.000,F,223938.781,4.062,649132.562,266.819,3881979.500,124.456,3021485.500,108.741,7324383.000,171.475,5938.705,0.167,2622883.750,140.400,3018049.500,81.801,7036.000,0.209,682056.250,23.369,5014700.500,391.317,3213003.000,183.671
Helseregion Sør-Øst,2015,50.000,M,265120.000,3.973,388059.125,175.954,2239111.750,65.728,2087019.875,74.113,10710014.000,191.436,4200.570,0.200,3634.628,0.100,6616464.500,136.438,340237.000,58.891,,,3323067.750,295.883,1999888.000,105.145
